index,class_code,description,level,level_2,level_3,level_4,level_5
454,D05C,EMBROIDERING,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,SEWING,EMBROIDERING
455,D05D,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,SEWING,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES 
457,D06B,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"TREATING TEXTILE MATERIALS BY LIQUIDS, GASES OR VAPOURS "
458,D06C,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS "
459,D06F,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES "
460,D06G,"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS"
461,D06H,"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALS "
462,D06J,"PLEATING, KILTING, OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"PLEATING, KILTING, OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL "
463,D06L,"BLEACHING, e.g. OPTICAL BLEACHING, DRY-CLEANING, OR WASHING FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"BLEACHING, e.g. OPTICAL BLEACHING, DRY-CLEANING, OR WASHING FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODS"
464,D06M,"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS "
465,D06N,"WALL, FLOOR OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,"WALL, FLOOR OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL"
466,D06P,DYEING OR PRINTING TEXTILES,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,DYEING OR PRINTING TEXTILES
467,D06Q,DECORATING TEXTILES ,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,TREATMENT OF TEXTILES OR THE LIKE,DECORATING TEXTILES 
469,D07B,ROPES OR CABLES IN GENERAL ,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,ROPES,ROPES OR CABLES IN GENERAL 
471,D10B,"INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION D, RELATING TO TEXTILES",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,"INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION D, RELATING TO TEXTILES","INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION D, RELATING TO TEXTILES"
474,D21B,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT,5,TEXTILES; PAPER,Paper,PAPER-MAKING,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT
475,D21C,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS,5,TEXTILES; PAPER,Paper,PAPER-MAKING,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS
476,D21D,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE,5,TEXTILES; PAPER,Paper,PAPER-MAKING,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE
477,D21F,PAPER-MAKING MACHINES,5,TEXTILES; PAPER,Paper,PAPER-MAKING,PAPER-MAKING MACHINES
478,D21G,CALENDERS,5,TEXTILES; PAPER,Paper,PAPER-MAKING,CALENDERS
479,D21H,PULP COMPOSITIONS,5,TEXTILES; PAPER,Paper,PAPER-MAKING,PULP COMPOSITIONS
480,D21J,FIBREBOARD,5,TEXTILES; PAPER,Paper,PAPER-MAKING,FIBREBOARD
484,E01B,PERMANENT WAY,5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ",PERMANENT WAY
485,E01C,"CONSTRUCTION OF, OR SURFACES FOR, ROADS, SPORTS GROUNDS, OR THE LIKE",5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ","CONSTRUCTION OF, OR SURFACES FOR, ROADS, SPORTS GROUNDS, OR THE LIKE"
486,E01D,"CONSTRUCTION OF BRIDGES, ",5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ","CONSTRUCTION OF BRIDGES, "
487,E01F,"ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE",5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ","ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE"
488,E01H,STREET CLEANING,5,FIXED CONSTRUCTIONS,Building,"CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES ",STREET CLEANING
490,E02B,HYDRAULIC ENGINEERING ,5,FIXED CONSTRUCTIONS,Building,HYDRAULIC ENGINEERING,HYDRAULIC ENGINEERING 
491,E02C,SHIP-LIFTING DEVICES OR MECHANISMS,5,FIXED CONSTRUCTIONS,Building,HYDRAULIC ENGINEERING,SHIP-LIFTING DEVICES OR MECHANISMS
492,E02D,FOUNDATIONS,5,FIXED CONSTRUCTIONS,Building,HYDRAULIC ENGINEERING,FOUNDATIONS
493,E02F,DREDGING,5,FIXED CONSTRUCTIONS,Building,HYDRAULIC ENGINEERING,DREDGING
495,E03B,"INSTALLATIONS OR METHODS FOR OBTAINING, COLLECTING, OR DISTRIBUTING WATER ",5,FIXED CONSTRUCTIONS,Building,WATER SUPPLY,"INSTALLATIONS OR METHODS FOR OBTAINING, COLLECTING, OR DISTRIBUTING WATER "
496,E03C,DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER ,5,FIXED CONSTRUCTIONS,Building,WATER SUPPLY,DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER 
497,E03D,WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES,5,FIXED CONSTRUCTIONS,Building,WATER SUPPLY,WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES
498,E03F,SEWERS,5,FIXED CONSTRUCTIONS,Building,WATER SUPPLY,SEWERS
500,E04B,GENERAL BUILDING CONSTRUCTIONS,5,FIXED CONSTRUCTIONS,Building,BUILDING ,GENERAL BUILDING CONSTRUCTIONS
501,E04C,STRUCTURAL ELEMENTS,5,FIXED CONSTRUCTIONS,Building,BUILDING ,STRUCTURAL ELEMENTS
502,E04D,ROOF COVERINGS,5,FIXED CONSTRUCTIONS,Building,BUILDING ,ROOF COVERINGS
503,E04F,"FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS ",5,FIXED CONSTRUCTIONS,Building,BUILDING ,"FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS "
504,E04G,SCAFFOLDING,5,FIXED CONSTRUCTIONS,Building,BUILDING ,SCAFFOLDING
505,E04H,BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES,5,FIXED CONSTRUCTIONS,Building,BUILDING ,BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES
507,E05B,LOCKS,5,FIXED CONSTRUCTIONS,Building,LOCKS,LOCKS
508,E05C,"BOLTS OR FASTENING DEVICES FOR WINGS, SPECIALLY FOR DOORS OR WINDOWS ",5,FIXED CONSTRUCTIONS,Building,LOCKS,"BOLTS OR FASTENING DEVICES FOR WINGS, SPECIALLY FOR DOORS OR WINDOWS "
509,E05D,"HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS ",5,FIXED CONSTRUCTIONS,Building,LOCKS,"HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS "
510,E05F,DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION,5,FIXED CONSTRUCTIONS,Building,LOCKS,DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION
511,E05G,SAFES OR STRONG-ROOMS FOR VALUABLES,5,FIXED CONSTRUCTIONS,Building,LOCKS,SAFES OR STRONG-ROOMS FOR VALUABLES
512,E05Y,"INDEXING SCHEME RELATING TO HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS AND DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION, CHECKS FOR WINGS AND WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING",5,FIXED CONSTRUCTIONS,Building,LOCKS,"INDEXING SCHEME RELATING TO HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS AND DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION, CHECKS FOR WINGS AND WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING"
514,E06B,"FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS, VEHICLES, FENCES OR LIKE ENCLOSURES IN GENERAL, e.g. DOORS, WINDOWS, BLINDS, GATES ",5,FIXED CONSTRUCTIONS,Building,"DOORS, WINDOWS, SHUTTERS, OR ROLLER BLINDS IN GENERAL","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS, VEHICLES, FENCES OR LIKE ENCLOSURES IN GENERAL, e.g. DOORS, WINDOWS, BLINDS, GATES "
515,E06C,LADDERS ,5,FIXED CONSTRUCTIONS,Building,"DOORS, WINDOWS, SHUTTERS, OR ROLLER BLINDS IN GENERAL",LADDERS 
518,E21B,"EARTH DRILLING, e.g. DEEP DRILLING ",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"EARTH DRILLING, e.g. DEEP DRILLING "
519,E21C,MINING OR QUARRYING,5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,MINING OR QUARRYING
520,E21D,SHAFTS,5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,SHAFTS
521,E21F,"SAFETY DEVICES, TRANSPORT, FILLING-UP, RESCUE, VENTILATION, OR DRAINING IN OR OF MINES OR TUNNELS",5,FIXED CONSTRUCTIONS,Earth drilling,EARTH DRILLING,"SAFETY DEVICES, TRANSPORT, FILLING-UP, RESCUE, VENTILATION, OR DRAINING IN OR OF MINES OR TUNNELS"
525,F01B,"MACHINES OR ENGINES, IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE, e.g. STEAM ENGINES ",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,"MACHINES OR ENGINES, IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE, e.g. STEAM ENGINES "
526,F01C,ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES 
527,F01D,"NON-POSITIVE DISPLACEMENT MACHINES OR ENGINES, e.g. STEAM TURBINES ",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,"NON-POSITIVE DISPLACEMENT MACHINES OR ENGINES, e.g. STEAM TURBINES "
528,F01K,STEAM ENGINE PLANTS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,STEAM ENGINE PLANTS
529,F01L,CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES 
530,F01M,LUBRICATING OF MACHINES OR ENGINES IN GENERAL ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,LUBRICATING OF MACHINES OR ENGINES IN GENERAL 
531,F01N,GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL
532,F01P,COOLING OF MACHINES OR ENGINES IN GENERAL,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES IN GENERAL ,COOLING OF MACHINES OR ENGINES IN GENERAL
534,F02B,INTERNAL-COMBUSTION PISTON ENGINES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,INTERNAL-COMBUSTION PISTON ENGINES
535,F02C,GAS-TURBINE PLANTS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,GAS-TURBINE PLANTS
536,F02D,CONTROLLING COMBUSTION ENGINES ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,CONTROLLING COMBUSTION ENGINES 
537,F02F,"CYLINDERS, PISTONS OR CASINGS, FOR COMBUSTION ENGINES",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,"CYLINDERS, PISTONS OR CASINGS, FOR COMBUSTION ENGINES"
538,F02G,HOT GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,HOT GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS 
539,F02K,JET-PROPULSION PLANTS ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,JET-PROPULSION PLANTS 
540,F02M,"SUPPLYING COMBUSTION ENGINES IN GENERAL, WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF ",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,"SUPPLYING COMBUSTION ENGINES IN GENERAL, WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF "
541,F02N,STARTING OF COMBUSTION ENGINES ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,STARTING OF COMBUSTION ENGINES 
542,F02P,"IGNITION, OTHER THAN COMPRESSION IGNITION, FOR INTERNAL-COMBUSTION ENGINES",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,"IGNITION, OTHER THAN COMPRESSION IGNITION, FOR INTERNAL-COMBUSTION ENGINES"
543,F02W,INDEXING SCHEME RELATING TO TURBINES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,COMBUSTION ENGINES ,INDEXING SCHEME RELATING TO TURBINES
545,F03B,MACHINES OR ENGINES FOR LIQUIDS ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES FOR LIQUIDS ,MACHINES OR ENGINES FOR LIQUIDS 
546,F03C,POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES FOR LIQUIDS ,POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS 
547,F03D,WIND MOTORS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES FOR LIQUIDS ,WIND MOTORS
548,F03G,"SPRING, WEIGHT, INERTIA OR LIKE MOTORS",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES FOR LIQUIDS ,"SPRING, WEIGHT, INERTIA OR LIKE MOTORS"
549,F03H,"PRODUCING A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR ",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,MACHINES OR ENGINES FOR LIQUIDS ,"PRODUCING A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR "
551,F04B,POSITIVE DISPLACEMENT MACHINES FOR LIQUIDS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,POSITIVE DISPLACEMENT MACHINES FOR LIQUIDS,POSITIVE DISPLACEMENT MACHINES FOR LIQUIDS
552,F04C,"ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS ",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,POSITIVE DISPLACEMENT MACHINES FOR LIQUIDS,"ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS "
553,F04D,NON-POSITIVE DISPLACEMENT PUMPS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,POSITIVE DISPLACEMENT MACHINES FOR LIQUIDS,NON-POSITIVE DISPLACEMENT PUMPS
554,F04F,PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPES ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,POSITIVE DISPLACEMENT MACHINES FOR LIQUIDS,PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPES 
556,F05B,"INDEXING SCHEME RELATING TO MACHINES OR ENGINES OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, TO WIND MOTORS, TO NON-POSITIVE DISPLACEMENT PUMPS, AND TO GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,Indexing Schemes relating to Engines or Pumps in various subclasses of Classes ,"INDEXING SCHEME RELATING TO MACHINES OR ENGINES OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, TO WIND MOTORS, TO NON-POSITIVE DISPLACEMENT PUMPS, AND TO GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY"
557,F05C,"INDEXING SCHEME RELATING TO MATERIALS, MATERIAL PROPERTIES OR MATERIAL CHARACTERISTICS FOR MACHINES, ENGINES OR PUMPS OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,Indexing Schemes relating to Engines or Pumps in various subclasses of Classes ,"INDEXING SCHEME RELATING TO MATERIALS, MATERIAL PROPERTIES OR MATERIAL CHARACTERISTICS FOR MACHINES, ENGINES OR PUMPS OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES"
558,F05D,"INDEXING SCHEME FOR ASPECTS RELATING TO NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, GAS-TURBINES OR JET-PROPULSION PLANTS",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engines or pumps,Indexing Schemes relating to Engines or Pumps in various subclasses of Classes ,"INDEXING SCHEME FOR ASPECTS RELATING TO NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, GAS-TURBINES OR JET-PROPULSION PLANTS"
561,F15B,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,FLUID-PRESSURE ACTUATORS,SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL
562,F15C,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,FLUID-PRESSURE ACTUATORS,FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES 
563,F15D,"FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS ",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,FLUID-PRESSURE ACTUATORS,"FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS "
565,F16B,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING"
566,F16C,SHAFTS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,SHAFTS
567,F16D,COUPLINGS FOR TRANSMITTING ROTATION,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,COUPLINGS FOR TRANSMITTING ROTATION
568,F16F,SPRINGS,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,SPRINGS
569,F16G,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES"
570,F16H,GEARING,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,GEARING
571,F16J,PISTONS ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,PISTONS 
572,F16K,VALVES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,VALVES
573,F16L,PIPES,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,PIPES
574,F16M,"FRAMES, CASINGS, OR BEDS OF ENGINES OR OTHER MACHINES OR APPARATUS NOT SPECIFIC TO AN ENGINE, MACHINE, OR APPARATUS PROVIDED FOR ELSEWHERE",5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,"FRAMES, CASINGS, OR BEDS OF ENGINES OR OTHER MACHINES OR APPARATUS NOT SPECIFIC TO AN ENGINE, MACHINE, OR APPARATUS PROVIDED FOR ELSEWHERE"
575,F16N,LUBRICATING,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,LUBRICATING
576,F16P,SAFETY DEVICES IN GENERAL; ,5,MECHANICAL ENGINEERING; LIGHTING; HEATING; WEAPONS; BLASTING ENGINES OR PUMPS,Engineering in general,ENGINEERING ELEMENTS AND UNITS,SAFETY DEVICES IN GENERAL; 
